0.000000 0.021829
0.016734 0.089833
0.034618 0.141049
0.053163 0.184363
0.072196 0.222050
0.091718 0.254945
0.111249 0.284625
0.130283 0.311445
0.150303 0.336009
0.170323 0.357702
0.190170 0.378342
0.210688 0.397164
0.230698 0.414515
0.251705 0.431542
0.272712 0.447347
0.293057 0.460428
0.313728 0.476505
0.334074 0.490494
0.354745 0.503993
0.375752 0.516948
0.396433 0.529945
0.417104 0.543037
0.437450 0.555950
0.458447 0.568864
0.479453 0.582196
0.500948 0.595694
0.521620 0.609265
0.541812 0.623338
0.562809 0.637818
0.583155 0.652632
0.604487 0.668468
0.625330 0.685005
0.646002 0.702491
0.666510 0.720917
0.686856 0.740585
0.707364 0.761569
0.728045 0.784275
0.749215 0.809445
0.769225 0.836682
0.789906 0.866466
0.810251 0.899622
0.830271 0.937466
0.850282 0.980258
0.870962 1.029626
0.890321 1.086063
0.910016 1.150079
